,requisite_id,course_number,requisite_number,course_x,course_y,requisite_x,requisite_y
0,1,101,100,2.653589793355116e-06,1.9999999999982396,1.326794896677558e-06,0.9999999999991198
1,1,101,102,2.653589793355116e-06,1.9999999999982396,-0.5877837495319916,0.8090180861922142
2,1,101,104,2.653589793355116e-06,1.9999999999982396,-0.8090157465803677,0.5877869697305396
3,1,101,110,2.653589793355116e-06,1.9999999999982396,-0.9999999999964793,2.6535897933527804e-06
4,1,101,120,2.653589793355116e-06,1.9999999999982396,0.8090173063230227,0.5877848229325426
5,1,101,180,2.653589793355116e-06,1.9999999999982396,-0.3090154801462369,0.9510570082965535
6,1,101,184,2.653589793355116e-06,1.9999999999982396,-0.9510557782885333,0.3090192657165443
7,2,103,100,-1.1755674990639833,1.6180361723844283,1.326794896677558e-06,0.9999999999991198
8,2,103,102,-1.1755674990639833,1.6180361723844283,-0.5877837495319916,0.8090180861922142
9,2,103,104,-1.1755674990639833,1.6180361723844283,-0.8090157465803677,0.5877869697305396
10,2,103,110,-1.1755674990639833,1.6180361723844283,-0.9999999999964793,2.6535897933527804e-06
11,2,103,120,-1.1755674990639833,1.6180361723844283,0.8090173063230227,0.5877848229325426
12,2,103,180,-1.1755674990639833,1.6180361723844283,-0.3090154801462369,0.9510570082965535
13,2,103,184,-1.1755674990639833,1.6180361723844283,-0.9510557782885333,0.3090192657165443
